intervention_id,order_id,merchant_id,intervention_type,action_owner,initiated_by,confidence_score,outcome,executed_at,completed_at
INT03052,ORD038563,M003,merchant_confirmation,merchant,system,0.9003,rto,2025-12-21 16:11:37,2025-12-24 03:11:37
INT03053,ORD015643,M048,merchant_confirmation,merchant,merchant,0.8247,successful_delivery,2026-03-28 09:41:29,2026-03-30 16:41:29
INT03054,ORD021478,M059,verification,delhivery,system,0.8852,pending,2026-03-03 12:59:55,
INT03055,ORD030496,M061,cod_to_prepaid_outreach,delhivery,system,0.3950,successful_delivery,2026-02-02 05:08:58,2026-02-05 02:08:58
INT03056,ORD003600,M010,merchant_confirmation,merchant,system,0.6002,successful_delivery,2026-01-18 20:59:47,2026-01-21 01:59:47
INT03057,ORD021496,M080,premium_courier,delhivery,system,0.6883,successful_delivery,2026-01-14 08:59:33,2026-01-16 03:59:33
INT03058,ORD000919,M058,cod_to_prepaid,merchant,merchant,0.7493,successful_delivery,2026-01-26 00:02:29,2026-01-26 09:02:29
INT03059,ORD019723,M003,cod_to_prepaid,merchant,merchant,0.6981,pending,2026-01-17 14:37:22,
INT03060,ORD040685,M005,cod_to_prepaid,merchant,merchant,0.7264,rto,2025-12-28 18:33:22,2025-12-30 21:33:22
INT03061,ORD049033,M045,premium_courier,delhivery,system,0.6439,successful_delivery,2026-01-04 00:26:57,2026-01-04 18:26:57
INT03062,ORD011404,M013,cod_to_prepaid,merchant,merchant,0.7807,successful_delivery,2026-03-01 15:30:53,2026-03-03 21:30:53
INT03063,ORD047322,M094,masked_calling,delhivery,system,0.7185,pending,2025-10-15 19:03:59,
INT03064,ORD019442,M067,address_enrichment_outreach,delhivery,system,0.8636,successful_delivery,2026-01-01 22:03:42,2026-01-03 17:03:42
INT03065,ORD014829,M057,merchant_confirmation,merchant,merchant,0.8542,successful_delivery,2026-02-03 11:37:44,2026-02-04 04:37:44
INT03066,ORD046681,M021,merchant_confirmation,merchant,system,0.8099,successful_delivery,2025-10-13 21:50:46,2025-10-14 02:50:46
INT03067,ORD038064,M075,verification,delhivery,system,0.6805,pending,2025-12-02 20:15:18,
INT03068,ORD005959,M090,merchant_confirmation,merchant,merchant,0.6920,rto,2026-03-11 11:38:04,2026-03-12 01:38:04
INT03069,ORD030007,M069,premium_courier,delhivery,system,0.7390,rto,2025-11-06 12:43:11,2025-11-08 04:43:11
INT03070,ORD033292,M068,verification,delhivery,system,0.9055,pending,2026-03-06 03:39:50,
INT03071,ORD033882,M069,verification,delhivery,system,0.6433,rto,2026-01-03 18:20:26,2026-01-04 09:20:26
INT03072,ORD035876,M095,verification,delhivery,system,0.9466,successful_delivery,2026-01-12 08:37:44,2026-01-14 15:37:44
INT03073,ORD036002,M080,cod_to_prepaid_outreach,delhivery,system,0.8405,successful_delivery,2026-01-26 20:37:50,2026-01-27 09:37:50
INT03074,ORD015638,M089,verification,delhivery,system,0.6690,successful_delivery,2025-11-05 21:24:50,2025-11-06 04:24:50
INT03075,ORD013355,M061,merchant_confirmation,merchant,merchant,0.6311,successful_delivery,2026-02-10 16:36:55,2026-02-11 15:36:55
INT03076,ORD030114,M046,verification,delhivery,system,0.8725,successful_delivery,2026-03-28 20:59:41,2026-03-30 05:59:41
INT03077,ORD005949,M106,address_enrichment_outreach,delhivery,system,0.6774,pending,2025-12-18 19:36:19,
INT03078,ORD020112,M029,verification,delhivery,system,0.7206,successful_delivery,2025-10-09 04:38:38,2025-10-11 03:38:38
INT03079,ORD019004,M071,cod_to_prepaid_outreach,delhivery,system,1.0000,pending,2026-03-30 19:20:51,
INT03080,ORD000851,M079,cod_to_prepaid_outreach,delhivery,system,0.6738,rto,2026-01-25 09:12:35,2026-01-27 22:12:35
INT03081,ORD027601,M110,verification,delhivery,system,0.8448,pending,2026-01-05 23:40:23,
INT03082,ORD027714,M069,merchant_confirmation,merchant,system,0.6163,pending,2026-02-17 22:44:32,
INT03083,ORD007122,M069,merchant_confirmation,merchant,system,1.0000,rto,2025-11-03 01:22:23,2025-11-05 18:22:23
INT03084,ORD001130,M014,premium_courier,delhivery,system,0.6768,pending,2025-10-29 12:17:18,
INT03085,ORD041333,M068,cod_to_prepaid,merchant,merchant,0.6243,successful_delivery,2025-11-29 15:31:06,2025-12-01 12:31:06
INT03086,ORD035567,M102,premium_courier,delhivery,system,0.6467,successful_delivery,2025-12-20 18:54:21,2025-12-23 16:54:21
INT03087,ORD048454,M040,verification,delhivery,system,0.6998,successful_delivery,2026-03-21 07:11:21,2026-03-22 05:11:21
INT03088,ORD013905,M016,verification,delhivery,system,0.7998,pending,2026-01-24 22:54:13,
INT03089,ORD029489,M041,merchant_confirmation,merchant,system,0.5884,pending,2026-01-22 09:10:18,
INT03090,ORD035474,M022,merchant_confirmation,merchant,merchant,0.8566,successful_delivery,2026-01-31 15:11:54,2026-01-31 20:11:54
INT03091,ORD022606,M090,verification,delhivery,system,0.8837,rto,2025-12-05 13:28:53,2025-12-05 20:28:53
INT03092,ORD010907,M057,cod_to_prepaid,merchant,system,0.8054,successful_delivery,2026-02-20 22:59:19,2026-02-21 02:59:19
INT03093,ORD027373,M018,verification,delhivery,system,0.5424,successful_delivery,2026-01-09 13:30:42,2026-01-11 04:30:42
INT03094,ORD035163,M038,merchant_confirmation,merchant,merchant,0.8540,successful_delivery,2025-12-20 14:05:21,2025-12-21 02:05:21
INT03095,ORD048795,M004,premium_courier,delhivery,system,0.6463,successful_delivery,2026-01-02 16:53:13,2026-01-03 08:53:13
INT03096,ORD033333,M071,merchant_confirmation,merchant,system,0.9250,successful_delivery,2026-03-22 09:59:00,2026-03-24 19:59:00
INT03097,ORD002873,M044,cod_to_prepaid,merchant,system,0.6690,pending,2026-02-24 17:07:10,
INT03098,ORD017317,M046,verification,delhivery,system,0.6140,rto,2025-10-12 10:40:26,2025-10-15 00:40:26
INT03099,ORD028966,M037,merchant_confirmation,merchant,merchant,1.0000,successful_delivery,2026-02-23 02:59:10,2026-02-24 17:59:10
INT03100,ORD024947,M092,premium_courier,delhivery,system,0.6031,successful_delivery,2025-12-07 00:46:38,2025-12-07 02:46:38
INT03101,ORD017934,M090,verification,delhivery,system,0.8773,rto,2025-10-25 13:13:42,2025-10-27 06:13:42
INT03102,ORD025640,M030,express_upgrade,delhivery,system,0.7609,successful_delivery,2025-12-12 22:07:23,2025-12-15 11:07:23
INT03103,ORD046337,M042,masked_calling,delhivery,system,0.7070,rto,2026-01-03 09:38:32,2026-01-06 04:38:32
INT03104,ORD035382,M078,premium_courier,delhivery,system,0.8743,successful_delivery,2025-11-03 14:18:39,2025-11-05 00:18:39
INT03105,ORD044796,M043,merchant_confirmation,merchant,system,0.6473,rto,2025-12-19 11:11:09,2025-12-21 13:11:09
INT03106,ORD003059,M053,premium_courier,delhivery,system,0.7945,pending,2026-03-05 09:26:38,
INT03107,ORD030443,M087,cod_to_prepaid,merchant,merchant,0.8837,rto,2026-03-02 17:49:22,2026-03-03 05:49:22
INT03108,ORD015169,M037,merchant_confirmation,merchant,system,0.7072,successful_delivery,2026-03-26 18:01:37,2026-03-27 15:01:37
INT03109,ORD022680,M013,merchant_confirmation,merchant,system,0.5836,successful_delivery,2025-10-06 10:45:41,2025-10-06 21:45:41
INT03110,ORD041165,M090,cod_to_prepaid_outreach,delhivery,system,0.6934,successful_delivery,2026-02-06 23:20:49,2026-02-08 21:20:49
INT03111,ORD026786,M040,cod_to_prepaid,merchant,merchant,0.7508,successful_delivery,2025-10-27 21:52:33,2025-10-28 12:52:33
INT03112,ORD047153,M073,premium_courier,delhivery,system,0.8812,successful_delivery,2026-02-06 23:09:57,2026-02-08 18:09:57
INT03113,ORD030400,M065,auto_cancel,delhivery,system,0.5221,rto,2026-01-26 17:08:03,2026-01-26 19:08:03
INT03114,ORD049670,M088,cod_to_prepaid,merchant,merchant,0.8292,successful_delivery,2025-11-06 13:11:19,2025-11-06 14:11:19
INT03115,ORD002409,M091,verification,delhivery,system,0.6715,rto,2025-12-05 06:45:10,2025-12-06 21:45:10
INT03116,ORD009053,M114,verification,delhivery,system,0.7471,rto,2026-03-12 18:04:59,2026-03-13 23:04:59
INT03117,ORD040366,M066,cod_to_prepaid,merchant,system,0.7435,rto,2026-03-24 20:17:28,2026-03-25 18:17:28
INT03118,ORD030461,M038,cod_to_prepaid_outreach,delhivery,system,0.5615,successful_delivery,2025-12-21 17:53:36,2025-12-22 11:53:36
INT03119,ORD008041,M019,merchant_confirmation,merchant,system,0.8445,rto,2026-02-13 18:54:48,2026-02-14 22:54:48
INT03120,ORD001413,M037,merchant_confirmation,merchant,merchant,0.8880,successful_delivery,2025-11-16 16:09:28,2025-11-18 19:09:28
INT03121,ORD036442,M018,cod_to_prepaid,merchant,merchant,0.9558,pending,2026-01-17 13:17:15,
INT03122,ORD037339,M045,merchant_confirmation,merchant,merchant,0.5543,successful_delivery,2026-03-15 20:40:43,2026-03-17 07:40:43
INT03123,ORD005350,M053,cod_to_prepaid,merchant,system,0.7998,pending,2025-12-24 12:22:17,
INT03124,ORD017003,M029,express_upgrade,delhivery,system,0.5501,rto,2025-10-03 04:47:17,2025-10-03 13:47:17
INT03125,ORD043170,M038,masked_calling,delhivery,system,0.6344,successful_delivery,2025-12-06 15:12:51,2025-12-08 06:12:51
INT03126,ORD011838,M064,cod_to_prepaid,merchant,merchant,0.6178,pending,2026-02-07 18:57:36,
INT03127,ORD001402,M090,merchant_confirmation,merchant,system,0.7423,successful_delivery,2025-10-14 14:33:55,2025-10-15 17:33:55
INT03128,ORD026615,M041,merchant_confirmation,merchant,merchant,0.6621,successful_delivery,2026-01-09 21:00:18,2026-01-12 09:00:18
INT03129,ORD046039,M070,verification,delhivery,system,0.6553,pending,2026-01-04 21:47:34,
INT03130,ORD008738,M097,express_upgrade,delhivery,system,0.8243,rto,2025-10-19 10:18:32,2025-10-20 01:18:32
INT03131,ORD012550,M115,merchant_confirmation,merchant,system,0.7860,pending,2025-11-01 12:08:22,
INT03132,ORD016258,M068,premium_courier,delhivery,system,0.6414,successful_delivery,2026-01-04 23:48:42,2026-01-07 17:48:42
INT03133,ORD010338,M026,merchant_confirmation,merchant,system,0.8081,rto,2025-10-28 18:33:27,2025-10-30 22:33:27
INT03134,ORD023142,M077,masked_calling,delhivery,system,0.8069,successful_delivery,2025-12-12 22:45:18,2025-12-13 04:45:18
INT03135,ORD011433,M056,cod_to_prepaid,merchant,system,0.7986,rto,2026-03-15 12:38:38,2026-03-17 03:38:38
INT03136,ORD023600,M077,cod_to_prepaid_outreach,delhivery,system,0.7560,pending,2025-10-25 18:34:53,
INT03137,ORD048336,M090,verification,delhivery,system,0.7408,rto,2026-01-30 23:04:22,2026-01-31 15:04:22
INT03138,ORD016837,M080,merchant_confirmation,merchant,system,0.6373,successful_delivery,2026-01-15 05:03:29,2026-01-18 04:03:29
INT03139,ORD008886,M025,cod_to_prepaid,merchant,system,0.7692,pending,2026-01-12 22:26:19,
INT03140,ORD027621,M012,address_enrichment_outreach,delhivery,system,0.7240,successful_delivery,2026-01-13 20:57:47,2026-01-14 07:57:47
INT03141,ORD042499,M013,cod_to_prepaid,merchant,system,0.5373,successful_delivery,2025-11-07 23:11:12,2025-11-09 20:11:12
INT03142,ORD022901,M120,masked_calling,delhivery,system,0.8822,pending,2026-02-05 02:03:24,
INT03143,ORD043125,M102,premium_courier,delhivery,system,0.8392,rto,2025-11-21 06:06:52,2025-11-21 14:06:52
INT03144,ORD016284,M010,cod_to_prepaid,merchant,system,0.7317,successful_delivery,2025-11-25 10:54:38,2025-11-26 20:54:38
INT03145,ORD030465,M022,verification,delhivery,system,0.7408,successful_delivery,2026-01-23 20:21:22,2026-01-26 19:21:22
INT03146,ORD024474,M009,premium_courier,delhivery,system,0.7294,rto,2026-03-12 01:04:52,2026-03-13 01:04:52
INT03147,ORD028113,M026,merchant_confirmation,merchant,system,0.8044,successful_delivery,2026-03-05 16:04:03,2026-03-06 21:04:03
INT03148,ORD016674,M054,merchant_confirmation,merchant,system,0.8837,pending,2026-02-28 17:58:28,
INT03149,ORD032573,M063,masked_calling,delhivery,system,0.7552,successful_delivery,2025-12-07 20:12:02,2025-12-08 04:12:02
INT03150,ORD023924,M110,verification,delhivery,system,0.4985,successful_delivery,2026-03-07 09:33:36,2026-03-09 21:33:36
INT03151,ORD036218,M075,merchant_confirmation,merchant,system,0.6622,successful_delivery,2025-12-01 23:05:30,2025-12-02 17:05:30
INT03152,ORD013624,M048,merchant_confirmation,merchant,merchant,0.5660,successful_delivery,2026-01-27 16:01:04,2026-01-27 21:01:04
INT03153,ORD023583,M089,verification,delhivery,system,0.5901,successful_delivery,2026-01-02 08:25:13,2026-01-05 00:25:13
INT03154,ORD025039,M030,masked_calling,delhivery,system,0.7172,successful_delivery,2025-12-09 12:45:32,2025-12-11 08:45:32
INT03155,ORD004352,M047,cod_to_prepaid,merchant,system,0.5357,rto,2026-02-23 16:12:00,2026-02-25 10:12:00
INT03156,ORD039799,M118,verification,delhivery,system,0.8003,successful_delivery,2026-03-15 07:52:00,2026-03-17 18:52:00
INT03157,ORD009043,M060,merchant_confirmation,merchant,merchant,0.7789,rto,2025-11-24 08:23:11,2025-11-24 17:23:11
INT03158,ORD001145,M014,cod_to_prepaid,merchant,merchant,0.8120,rto,2026-02-02 21:23:56,2026-02-03 02:23:56
INT03159,ORD004879,M064,cod_to_prepaid_outreach,delhivery,system,0.7784,rto,2026-02-28 22:08:24,2026-03-02 01:08:24
INT03160,ORD034967,M097,masked_calling,delhivery,system,0.7232,successful_delivery,2026-02-17 11:24:00,2026-02-18 22:24:00
INT03161,ORD005125,M083,cod_to_prepaid,merchant,system,0.8036,successful_delivery,2026-03-07 11:52:54,2026-03-09 14:52:54
INT03162,ORD027563,M016,cod_to_prepaid_outreach,delhivery,system,0.8150,successful_delivery,2026-02-02 20:49:16,2026-02-03 14:49:16
INT03163,ORD049031,M091,premium_courier,delhivery,system,1.0000,pending,2026-02-18 13:40:27,
INT03164,ORD041206,M110,masked_calling,delhivery,system,0.6931,successful_delivery,2025-11-16 19:40:43,2025-11-19 19:40:43
INT03165,ORD043614,M026,premium_courier,delhivery,system,0.7083,successful_delivery,2026-03-14 14:09:47,2026-03-16 05:09:47
INT03166,ORD009151,M026,masked_calling,delhivery,system,0.7957,rto,2026-01-04 18:38:35,2026-01-06 11:38:35
INT03167,ORD040137,M081,verification,delhivery,system,0.7007,pending,2025-10-11 07:43:23,
INT03168,ORD009868,M048,premium_courier,delhivery,system,0.4566,successful_delivery,2025-11-25 22:01:22,2025-11-26 16:01:22
INT03169,ORD031894,M028,cod_to_prepaid_outreach,delhivery,system,0.7203,successful_delivery,2026-01-18 16:14:18,2026-01-18 23:14:18
INT03170,ORD049279,M103,cod_to_prepaid_outreach,delhivery,system,0.6989,pending,2025-10-07 15:24:27,
INT03171,ORD046616,M017,verification,delhivery,system,0.7614,rto,2025-12-29 13:43:58,2025-12-31 13:43:58
INT03172,ORD000477,M106,premium_courier,delhivery,system,0.7510,successful_delivery,2026-02-05 12:43:55,2026-02-05 15:43:55
INT03173,ORD042451,M119,merchant_confirmation,merchant,system,0.7769,rto,2025-11-10 12:45:44,2025-11-13 10:45:44
INT03174,ORD015538,M064,verification,delhivery,system,0.8805,rto,2025-12-23 01:50:06,2025-12-24 17:50:06
INT03175,ORD019181,M067,cod_to_prepaid,merchant,system,0.8598,successful_delivery,2025-10-23 22:03:19,2025-10-24 14:03:19
INT03176,ORD005329,M100,masked_calling,delhivery,system,0.9973,rto,2025-11-25 12:18:42,2025-11-27 19:18:42
INT03177,ORD040806,M040,merchant_confirmation,merchant,system,0.7221,successful_delivery,2026-03-28 09:42:58,2026-03-31 09:42:58
INT03178,ORD007208,M001,cod_to_prepaid,merchant,merchant,0.8559,rto,2026-01-28 20:06:15,2026-01-31 13:06:15
INT03179,ORD034286,M115,verification,delhivery,system,0.8619,pending,2025-12-21 00:43:49,
INT03180,ORD033124,M096,premium_courier,delhivery,system,0.6867,pending,2026-01-18 19:43:42,
INT03181,ORD005693,M052,cod_to_prepaid_outreach,delhivery,system,0.8036,successful_delivery,2026-03-11 07:53:32,2026-03-11 13:53:32
INT03182,ORD021884,M037,address_enrichment_outreach,delhivery,system,0.6354,successful_delivery,2026-02-25 17:04:08,2026-02-27 09:04:08
INT03183,ORD033548,M067,premium_courier,delhivery,system,0.6403,successful_delivery,2025-10-19 06:39:19,2025-10-19 16:39:19
INT03184,ORD020158,M046,express_upgrade,delhivery,system,0.6225,rto,2026-03-09 21:38:14,2026-03-09 22:38:14
INT03185,ORD001613,M078,verification,delhivery,system,0.6787,successful_delivery,2025-10-13 17:09:11,2025-10-14 18:09:11
INT03186,ORD048549,M071,verification,delhivery,system,0.8395,pending,2026-03-12 16:24:35,
INT03187,ORD007088,M027,cod_to_prepaid,merchant,system,0.8717,pending,2025-10-22 00:05:12,
INT03188,ORD019902,M090,cod_to_prepaid_outreach,delhivery,system,0.7509,successful_delivery,2025-11-08 13:08:43,2025-11-09 00:08:43
INT03189,ORD043816,M097,address_enrichment_outreach,delhivery,system,0.6647,pending,2025-11-22 03:06:57,
INT03190,ORD002454,M106,verification,delhivery,system,0.7977,pending,2025-12-28 22:41:32,
INT03191,ORD049260,M106,masked_calling,delhivery,system,0.5809,pending,2026-03-19 19:49:33,
INT03192,ORD017846,M105,verification,delhivery,system,0.8466,successful_delivery,2026-02-26 10:30:06,2026-02-26 17:30:06
INT03193,ORD020223,M070,address_enrichment_outreach,delhivery,system,0.7519,pending,2025-10-17 12:04:42,
INT03194,ORD046893,M017,merchant_confirmation,merchant,merchant,0.7886,successful_delivery,2025-10-18 00:11:00,2025-10-19 13:11:00
INT03195,ORD006987,M036,premium_courier,delhivery,system,0.6638,rto,2026-01-15 08:16:36,2026-01-16 06:16:36
INT03196,ORD047675,M009,premium_courier,delhivery,system,0.7543,successful_delivery,2025-12-18 07:47:39,2025-12-19 13:47:39
INT03197,ORD040658,M066,address_enrichment_outreach,delhivery,system,0.8569,rto,2026-02-21 20:56:42,2026-02-23 04:56:42
INT03198,ORD015942,M104,merchant_confirmation,merchant,merchant,0.6960,rto,2026-02-10 19:47:24,2026-02-12 12:47:24
INT03199,ORD038875,M054,address_enrichment_outreach,delhivery,system,0.7016,pending,2026-02-19 01:09:50,
INT03200,ORD014421,M094,express_upgrade,delhivery,system,0.5819,rto,2025-12-12 12:06:37,2025-12-12 23:06:37
INT03201,ORD011350,M114,verification,delhivery,system,0.7542,successful_delivery,2026-01-16 00:23:57,2026-01-17 21:23:57
INT03202,ORD021553,M105,premium_courier,delhivery,system,0.6137,successful_delivery,2026-03-23 23:42:14,2026-03-25 16:42:14
INT03203,ORD005683,M083,express_upgrade,delhivery,system,0.8470,successful_delivery,2026-03-19 11:26:11,2026-03-22 01:26:11
INT03204,ORD044549,M060,cod_to_prepaid,merchant,system,0.7501,successful_delivery,2026-01-01 15:39:29,2026-01-02 05:39:29
INT03205,ORD040056,M050,auto_cancel,delhivery,system,0.8000,rto,2025-11-04 03:31:01,2025-11-06 00:31:01
INT03206,ORD041910,M041,verification,delhivery,system,0.7958,rto,2025-11-26 11:00:23,2025-11-27 12:00:23
INT03207,ORD034716,M106,premium_courier,delhivery,system,0.8384,rto,2025-11-04 22:03:21,2025-11-06 20:03:21
INT03208,ORD017769,M041,cod_to_prepaid,merchant,system,0.9178,pending,2025-10-26 11:00:35,
INT03209,ORD046715,M103,premium_courier,delhivery,system,0.8821,rto,2025-12-08 09:53:48,2025-12-09 18:53:48
INT03210,ORD042401,M039,premium_courier,delhivery,system,0.7731,pending,2025-12-31 11:56:18,
INT03211,ORD049205,M059,verification,delhivery,system,0.7701,rto,2025-11-22 19:28:44,2025-11-25 14:28:44
INT03212,ORD015026,M118,premium_courier,delhivery,system,0.8282,successful_delivery,2026-03-05 15:42:41,2026-03-08 11:42:41
INT03213,ORD024039,M063,verification,delhivery,system,0.6542,successful_delivery,2026-02-20 22:08:21,2026-02-22 11:08:21
INT03214,ORD043304,M034,verification,delhivery,system,0.9459,pending,2025-11-12 20:46:16,
INT03215,ORD041055,M010,verification,delhivery,system,0.6087,rto,2026-01-23 14:20:13,2026-01-25 18:20:13
INT03216,ORD025329,M091,cod_to_prepaid,merchant,merchant,0.6858,pending,2026-03-13 19:50:31,
INT03217,ORD001220,M012,verification,delhivery,system,0.9513,successful_delivery,2025-11-21 22:48:36,2025-11-22 10:48:36
INT03218,ORD001865,M101,premium_courier,delhivery,system,0.6291,pending,2025-12-23 04:04:34,
INT03219,ORD012009,M080,premium_courier,delhivery,system,0.8176,rto,2025-12-19 20:09:23,2025-12-21 02:09:23
INT03220,ORD034529,M117,cod_to_prepaid,merchant,system,0.9325,successful_delivery,2026-03-22 09:51:24,2026-03-23 02:51:24
INT03221,ORD022674,M117,cod_to_prepaid_outreach,delhivery,system,0.8890,rto,2025-10-28 04:35:13,2025-10-28 18:35:13
INT03222,ORD033704,M042,address_enrichment_outreach,delhivery,system,0.8442,pending,2025-12-09 13:39:03,
INT03223,ORD008875,M050,cod_to_prepaid_outreach,delhivery,system,0.7124,pending,2025-10-27 00:45:47,
INT03224,ORD022190,M028,merchant_confirmation,merchant,merchant,0.5604,successful_delivery,2026-01-15 19:35:37,2026-01-17 09:35:37
INT03225,ORD038427,M093,masked_calling,delhivery,system,0.6806,pending,2025-12-31 20:47:41,
INT03226,ORD045429,M090,verification,delhivery,system,1.0000,pending,2026-01-20 12:20:09,
INT03227,ORD037978,M012,express_upgrade,delhivery,system,0.5811,pending,2026-02-03 17:47:27,
INT03228,ORD007199,M108,merchant_confirmation,merchant,merchant,0.4785,pending,2026-02-15 17:40:56,
INT03229,ORD012816,M043,merchant_confirmation,merchant,system,0.6083,successful_delivery,2026-02-24 08:36:14,2026-02-24 10:36:14
INT03230,ORD012586,M004,address_enrichment_outreach,delhivery,system,0.9652,successful_delivery,2025-12-23 16:31:19,2025-12-25 21:31:19
INT03231,ORD012205,M042,premium_courier,delhivery,system,0.6850,successful_delivery,2025-10-14 13:13:39,2025-10-16 00:13:39
INT03232,ORD047602,M025,merchant_confirmation,merchant,merchant,0.5530,pending,2025-12-27 09:10:42,
INT03233,ORD012704,M059,cod_to_prepaid,merchant,merchant,0.3398,rto,2025-12-28 12:10:34,2025-12-31 09:10:34
INT03234,ORD003099,M116,premium_courier,delhivery,system,0.4761,rto,2025-11-14 20:19:14,2025-11-17 15:19:14
INT03235,ORD016704,M103,verification,delhivery,system,0.7374,rto,2025-11-13 21:41:26,2025-11-14 17:41:26
INT03236,ORD005336,M003,cod_to_prepaid_outreach,delhivery,system,0.3688,successful_delivery,2025-12-19 21:30:41,2025-12-21 06:30:41
INT03237,ORD020881,M064,verification,delhivery,system,0.8319,pending,2026-03-01 01:07:12,
INT03238,ORD027056,M019,cod_to_prepaid,merchant,system,0.7682,successful_delivery,2025-10-11 18:44:53,2025-10-13 20:44:53
INT03239,ORD019706,M048,cod_to_prepaid_outreach,delhivery,system,0.5852,successful_delivery,2026-02-21 13:16:22,2026-02-22 13:16:22
INT03240,ORD006984,M060,verification,delhivery,system,0.6128,pending,2025-12-26 13:39:25,
INT03241,ORD018610,M025,merchant_confirmation,merchant,system,0.5629,successful_delivery,2025-11-22 16:22:32,2025-11-22 19:22:32
INT03242,ORD042293,M114,premium_courier,delhivery,system,0.6347,pending,2025-12-25 15:18:31,
INT03243,ORD044919,M099,verification,delhivery,system,0.5726,successful_delivery,2026-03-16 08:37:59,2026-03-19 04:37:59
INT03244,ORD001005,M067,verification,delhivery,system,0.4284,rto,2026-01-23 19:20:54,2026-01-24 19:20:54
INT03245,ORD027045,M064,premium_courier,delhivery,system,0.5188,pending,2025-11-01 17:25:22,
INT03246,ORD009546,M068,premium_courier,delhivery,system,0.6893,rto,2026-02-04 09:44:18,2026-02-06 00:44:18
INT03247,ORD023638,M074,premium_courier,delhivery,system,0.7719,successful_delivery,2025-10-16 00:08:15,2025-10-18 10:08:15
INT03248,ORD035159,M066,premium_courier,delhivery,system,0.8636,successful_delivery,2025-11-02 20:38:16,2025-11-03 09:38:16
INT03249,ORD015387,M112,merchant_confirmation,merchant,system,0.5990,pending,2026-01-03 19:39:46,
INT03250,ORD036356,M015,premium_courier,delhivery,system,0.8320,successful_delivery,2026-01-19 13:29:51,2026-01-21 04:29:51
INT03251,ORD000682,M083,address_enrichment_outreach,delhivery,system,0.7322,successful_delivery,2025-11-28 20:31:52,2025-12-01 14:31:52
INT03252,ORD043741,M061,merchant_confirmation,merchant,merchant,0.6260,successful_delivery,2025-12-26 17:49:51,2025-12-27 19:49:51
INT03253,ORD039207,M105,masked_calling,delhivery,system,0.6693,pending,2025-11-03 15:12:01,
INT03254,ORD032047,M112,cod_to_prepaid,merchant,merchant,0.5989,rto,2025-11-27 21:59:08,2025-11-29 23:59:08
INT03255,ORD037115,M088,merchant_confirmation,merchant,system,0.7772,successful_delivery,2026-03-25 04:10:27,2026-03-25 16:10:27
INT03256,ORD026886,M064,premium_courier,delhivery,system,0.8446,successful_delivery,2026-02-01 10:15:12,2026-02-03 10:15:12
INT03257,ORD035672,M053,merchant_confirmation,merchant,merchant,0.6710,successful_delivery,2026-03-11 14:27:37,2026-03-13 05:27:37
INT03258,ORD046956,M014,merchant_confirmation,merchant,merchant,0.6308,rto,2025-10-17 17:36:16,2025-10-17 23:36:16
INT03259,ORD031568,M063,cod_to_prepaid,merchant,merchant,0.9033,rto,2026-02-27 11:48:29,2026-02-27 12:48:29
INT03260,ORD026767,M071,verification,delhivery,system,0.5638,rto,2025-10-31 00:11:23,2025-11-01 13:11:23
INT03261,ORD023748,M035,express_upgrade,delhivery,system,0.7294,pending,2025-12-05 19:25:16,
INT03262,ORD043588,M065,merchant_confirmation,merchant,merchant,0.7324,successful_delivery,2026-03-11 10:28:30,2026-03-11 23:28:30
INT03263,ORD040256,M039,merchant_confirmation,merchant,merchant,0.7149,rto,2025-12-07 14:55:37,2025-12-09 23:55:37
INT03264,ORD041467,M092,cod_to_prepaid,merchant,system,0.6758,successful_delivery,2025-10-16 16:30:13,2025-10-18 02:30:13
INT03265,ORD030420,M060,cod_to_prepaid,merchant,merchant,0.4373,successful_delivery,2025-12-18 14:31:58,2025-12-20 21:31:58
INT03266,ORD038694,M021,verification,delhivery,system,0.6736,pending,2026-03-05 22:35:47,
INT03267,ORD002224,M054,premium_courier,delhivery,system,0.5329,pending,2026-02-15 20:11:00,
INT03268,ORD046138,M044,address_enrichment_outreach,delhivery,system,0.8933,successful_delivery,2026-01-15 20:59:28,2026-01-16 06:59:28
INT03269,ORD048143,M060,premium_courier,delhivery,system,0.7669,successful_delivery,2025-10-07 21:16:33,2025-10-10 19:16:33
INT03270,ORD022826,M021,merchant_confirmation,merchant,system,0.8290,pending,2026-01-20 17:45:42,
INT03271,ORD029651,M074,merchant_confirmation,merchant,system,0.8394,successful_delivery,2025-12-10 12:54:23,2025-12-11 17:54:23
INT03272,ORD025194,M028,express_upgrade,delhivery,system,0.7943,successful_delivery,2026-03-26 15:43:29,2026-03-28 16:43:29
INT03273,ORD033877,M083,premium_courier,delhivery,system,0.8102,pending,2026-01-19 13:36:25,
INT03274,ORD006744,M073,merchant_confirmation,merchant,system,0.6436,rto,2025-11-25 16:32:50,2025-11-28 01:32:50
INT03275,ORD012427,M009,premium_courier,delhivery,system,0.4440,successful_delivery,2026-01-01 09:38:21,2026-01-03 06:38:21
INT03276,ORD022396,M054,masked_calling,delhivery,system,0.7400,successful_delivery,2025-12-23 20:57:12,2025-12-26 06:57:12
INT03277,ORD016117,M026,merchant_confirmation,merchant,merchant,0.7951,rto,2025-11-21 17:00:07,2025-11-24 11:00:07
INT03278,ORD029661,M039,cod_to_prepaid,merchant,system,0.9244,successful_delivery,2026-02-01 10:30:48,2026-02-02 10:30:48
